tgrep_id,Mean,Var,YMin,YMax
47147:12,3.6,4.711111111111112,2.2975000000000003,4.8024999999999975
47182:40,1.7,2.2333333333333325,1,2.602499999999998
47226:12,3.5,4.277777777777778,2.4,4.7
47262:53,2.2,1.0666666666666667,1.6,2.8
47270:33,4.7,2.677777777777777,3.7,5.502499999999998
47420:60,3.9,3.2111111111111112,3,5
47430:120,4.4,3.5999999999999996,3.3,5.4
47593:18,2.7,4.455555555555557,1.5975000000000001,3.9
47855:7,5.8,1.9555555555555557,4.9,6.5
47856:7,4.9,2.9888888888888894,3.8,5.8
4795:25,5.8,3.288888888888889,4.8,6.8
48103:10,3.4,5.155555555555555,2.1,4.8
48532:18,3.5,4.277777777777778,2.3,4.7
48582:11,4.4,2.933333333333333,3.3975,5.3
48706:4,3.6,4.044444444444445,2.5,4.7
49551:24,3.9,3.877777777777778,2.8,5
49875:48,4,1.3333333333333333,3.3,4.7
49908:42,5.2,3.326315789473685,4.45,6
50235:53,4.4,3.5999999999999996,3.2,5.5
50337:29,5.2,6.4,3.6,6.6
50370:29,4.6,3.822222222222222,3.5,5.6
50456:132,3.2,2.6222222222222222,2.3,4.2
50706:31,4.1,4.98888888888889,2.8,5.4
50719:6,6.2,0.6222222222222222,5.8,6.6
50720:6,5.2,1.9555555555555553,4.4,6
51340:81,4.4,4.2666666666666675,3.2,5.5
5140:15,3.3,4.233333333333333,2.1,4.4
5156:27,3.8,4.4,2.6,5
51562:11,4.6,3.3777777777777778,3.5,5.6
51582:32,5.6,0.711111111111111,5,6
51876:10,4.6,5.377777777777778,3.2,5.9
52283:13,5.9,1.4333333333333331,5.1,6.5
52983:20,3.2,4.622222222222222,2,4.7
53223:87,2.7,4.011111111111111,1.6,4
53389:28,4.1,4.1,2.9,5.202499999999998
53598:10,2.8,3.7333333333333325,1.8,4
53602:9,4,4.222222222222222,2.8,5.3
53606:58,3.3,4.011111111111111,2.2,4.4
53610:9,4.2,3.288888888888889,3.1,5.3024999999999975
53626:13,2.7,3.788888888888889,1.7,3.8
5366:34,4.9,3.6555555555555554,3.8,5.9
53690:14,4.5,2.0555555555555554,3.6,5.3024999999999975
53912:14,5.8,1.2888888888888888,5.1,6.4
53913:6,5.5,2.5,4.6,6.3
54017:18,3.3,5.788888888888888,1.9975,4.8
54373:11,4.4,3.1555555555555554,3.3,5.4
54511:40,2.5,2.9444444444444446,1.5975000000000001,3.6
5480:20,4.7,4.455555555555556,3.3,5.8024999999999975
54840:11,4.3,5.566666666666666,3,5.702499999999998
54865:37,2.6,5.377777777777778,1.4,4
55028:10,5.2,2.622222222222222,4.2,6.1
55078:22,2.7,3.7888888888888896,1.7,3.9
55120:15,2.6,1.5999999999999999,1.9,3.4
55159:38,3.8,2.844444444444444,2.8975,4.9
55219:110,4.5,1.6111111111111112,3.8,5.2
55284:85,5.4,3.3777777777777778,4.2,6.3
55311:27,6.2,0.8444444444444444,5.6975,6.7
55386:25,4.6,5.377777777777776,3.3,5.8
55892:50,4.7,6.2333333333333325,3.1,6.2
55919:10,5.8,1.2888888888888892,5.1,6.4
55919:15,4,3.7777777777777777,2.8,5.2
55920:12,3.2,3.9555555555555557,2.0975,4.3
55933:33,2.9,4.7666666666666675,1.7,4.5
55947:53,2.9,2.322222222222222,2,3.7
56003:40,3.9,4.544444444444445,2.6,5.1
56053:54,3.1,5.877777777777778,1.8,4.6
56072:31,3.9,1.8777777777777775,3.1,4.7
56101:53,3.9,3.8777777777777778,2.8,5
56109:69,5.2,1.7333333333333334,4.3975,6
56132:85,2.8,2.8444444444444446,1.9,3.7
56198:25,3.1,3.433333333333333,2.1,4.3
56203:18,4.7,4.455555555555555,3.4,5.902499999999998
56317:78,4.2,4.177777777777778,3,5.3024999999999975
56319:15,4.8,1.9555555555555557,3.8975,5.5
56417:25,2.5,2.0555555555555554,1.7,3.3
56656:83,2.8,3.511111111111111,1.8,4
56683:20,4.7,5.344444444444444,3.3,6
56809:31,3.6,4.933333333333333,2.3,4.9
56842:9,5.6,3.6000000000000005,4.4,6.6
56897:6,4.9,1.8777777777777775,4.0975,5.6
57069:61,5.1,7.21111111111111,3.5,6.5
57403:47,2.7,3.566666666666667,1.6975000000000002,3.9
57643:110,3.7,5.344444444444445,2.4,5
57651:63,4.4,4.711111111111112,3.1,5.7
57861:27,3.8,4.4,2.5,5
57998:87,4.2,4.622222222222223,2.7,5.3024999999999975
58800:5,5.6,3.5999999999999996,4.5,6.6
58962:27,5.8,1.0666666666666669,5.2,6.4
59544:10,6,0.8888888888888888,5.4,6.5
59652:37,3.4,3.822222222222223,2.3,4.6
59895:11,2.6,3.5999999999999996,1.5,3.8
59953:42,4.7,4.2333333333333325,3.6,5.9
60034:130,3.5,3.611111111111111,2.5,4.6
60333:19,3.2,2.4,2.4,4.2
60662:8,4.3,3.3444444444444446,3.1,5.3
60699:26,2.5,2.0555555555555554,1.8,3.4
60926:36,3,3.111111111111111,2,4.2
60960:37,2.7,2.4555555555555553,1.8,3.7
61000:7,5.8,2.6222222222222222,4.8,6.7
61208:34,5.7,3.566666666666667,4.4,6.6
61538:39,2.2,2.622222222222222,1.4,3.3
61752:73,2.3,1.5666666666666667,1.5,3
61917:28,4,5.111111111111111,2.6,5.3
62101:38,4.9,5.211111111111111,3.5,6.1
62192:35,3.6,6.711111111111112,2.2,5.1
62437:24,3.6,4.933333333333334,2.3,4.9
62502:62,4.7,4.011111111111111,3.5,5.9
62581:54,4,1.3333333333333333,3.4,4.7
62647:7,3.9,2.5444444444444447,3,4.8
62690:49,4.5,1.8333333333333333,3.7,5.3
62707:16,5.5,1.1666666666666667,4.9,6.1
62717:78,3.8,3.066666666666667,2.8,4.9
62767:31,3.3,3.1222222222222227,2.4,4.4
62771:99,4.4,3.822222222222222,3.2,5.6
63072:28,2.3,0.4555555555555555,1.9,2.7
63076:40,4.3,2.011111111111111,3.4,5.1
63108:7,5.8,2.6222222222222222,4.7975,6.6
63221:32,5.2,1.5111111111111113,4.5,5.902499999999998
63398:14,4.3,3.3444444444444446,3.1,5.4
63417:44,3.4,4.266666666666667,2.3,4.6
63606:10,5,2,4.1,5.8
63704:23,3.3,3.788888888888889,2.2,4.502499999999998
63816:17,4,4.888888888888889,2.7,5.3
63913:49,3.95,3.418421052631579,3.2,4.8
6395:54,3.6,3.3777777777777778,2.5,4.7
6396:60,4.3,5.344444444444445,2.9,5.7
63963:80,4.9,3.8777777777777778,3.7,6
6397:25,3.7,3.566666666666666,2.6,4.8
6414:31,4.6,4.933333333333334,3.2,5.8
64299:18,2.4,4.266666666666666,1.4,3.8
64564:10,3.5,5.833333333333333,2.1,4.8
64610:17,3.3,3.7888888888888883,2.2,4.502499999999998
64969:22,1.8,1.0666666666666669,1.3,2.4
64969:34,2.9,4.544444444444445,1.8,4.3
65258:45,2.9,3.8777777777777778,1.9,4.1
65357:5,5.3,3.566666666666667,4.1,6.3
65454:12,2.4,1.6,1.7,3.2
65668:54,4.9,5.877777777777776,3.5,6.2
6581:42,4.8,3.288888888888889,3.8,5.8
65910:42,4.2,3.288888888888889,3.1975000000000002,5.2
65927:55,6.4,0.711111111111111,5.9,6.8024999999999975
65989:12,2.2,1.5111111111111113,1.5,2.9
65999:146,5.2,3.9555555555555557,4,6.202499999999998
6607:30,5.4,2.933333333333333,4.4,6.3
66134:57,3.7,2.6777777777777776,2.7,4.6
66483:25,5.1,2.7666666666666666,4.1,6
66700:13,5.7,2.677777777777778,4.6,6.6
66700:68,5.6,2.2666666666666666,4.6,6.3
66757:23,5.3,2.9000000000000004,4.2,6.2
66763:14,5.4,2.2666666666666666,4.5,6.2
66765:5,5,3.5555555555555554,3.8,6
6686:28,3.5,3.611111111111111,2.5,4.6
6686:61,2.8,1.7333333333333332,2.1,3.6
67111:45,4.3,3.3444444444444446,3.2,5.3
67111:87,5.3,3.788888888888889,4.1,6.3
6720:24,3.6,2.933333333333333,2.6,4.6
67466:21,4,4.666666666666667,2.8,5.2
67607:18,4,5.777777777777778,2.5,5.4
67780:49,4.6,3.822222222222222,3.4,5.7
67949:38,3.8,4.844444444444445,2.4975,5.1
68658:113,5,2.2222222222222223,4.2,5.9
68658:19,5.2,2.844444444444445,4.2,6.1
68757:42,3.9,3.2111111111111112,2.8975,4.9
69408:35,3.4,3.6000000000000005,2.3,4.5
69672:11,3.2,1.9555555555555557,2.3,4
69673:14,4.8,3.9555555555555557,3.7,5.9
69750:37,4.4,5.155555555555556,3,5.7
70123:18,2.1,1.655555555555556,1.4,2.9
7017:34,4.6,3.822222222222222,3.4,5.602499999999997
70200:18,2.9,3.8777777777777778,1.9,4.102499999999997
70357:25,3.9,2.9888888888888894,2.9,4.9
70612:21,5.6,1.822222222222222,4.8,6.4
70670:14,2.6,4.2666666666666675,1.5,4
70703:18,4.6,3.822222222222222,3.4,5.7
70851:34,3.6,1.8222222222222224,2.8,4.4
7091:13,4,4.222222222222222,2.8,5.3
70974:78,3.2,3.7333333333333334,2,4.3024999999999975
7100:11,4.2,2.8444444444444446,3.3,5.2
71046:43,6,2.4444444444444446,4.9,6.8
71184:87,3.1,3.8777777777777778,2,4.4
71201:52,4.4,3.822222222222222,3.3,5.5
71222:34,4.1,5.211111111111111,2.8,5.4
71287:32,5.1,2.544444444444445,4.2,6
71321:4,6.1,0.9888888888888887,5.5,6.6
71322:37,5.9,1.211111111111111,5.2,6.5
71540:47,3.7,5.566666666666667,2.3,5
71600:26,2.5,2.2777777777777777,1.6,3.4024999999999976
71923:14,3.4,3.155555555555556,2.4,4.5
71923:26,1.4,1.6,1,2.2
72079:13,5,3.7777777777777777,3.8975,6.1
72090:7,5.5,3.1666666666666665,4.4,6.4
72128:34,4.7,6.8999999999999995,3.1,6.2
72160:27,3.6,3.3777777777777778,2.5,4.7
72387:13,4,2,3.2,4.8
72420:95,6,2.2222222222222223,4.9,6.7
72488:43,4.8,3.288888888888889,3.7,5.8
72554:39,3.2,2.6222222222222222,2.2,4.2
72579:15,3.7,5.122222222222224,2.3975,5.002499999999998
7265:10,4.2,3.5111111111111115,3.1,5.3
7267:12,3.7,0.8999999999999999,3.1,4.2
72763:7,4.8,2.8444444444444446,3.8,5.702499999999998
7282:17,3,3.3333333333333335,2,4.2
72832:14,3.6,2.933333333333334,2.6,4.6
7285:11,3,2.4444444444444446,2.1,3.9
73140:10,5.6,1.1555555555555557,5,6.3
73173:67,5.5,3.388888888888889,4.4,6.4
73491:25,5.3,2.677777777777778,4.3,6.2
73538:38,5.3,4.011111111111111,4,6.4
7361:10,3.9,2.9888888888888894,2.9,4.9
73755:84,4.9,3.2111111111111112,3.8,5.8
74032:16,2.4,3.822222222222222,1.3,3.7
74155:5,5.5,1.3888888888888888,4.8,6.2
74234:44,3.4,3.1555555555555554,2.4,4.3024999999999975
74301:11,3.3,1.7888888888888888,2.5,4.1
74324:8,4.3,6.233333333333333,2.7,5.6
74341:4,3.8,3.7333333333333334,2.7,4.902499999999998
74537:12,2.4,1.6000000000000003,1.7,3.2
74560:83,4.2,3.511111111111111,3.1,5.2
74568:22,2.8,3.9555555555555557,1.7,4.1
74580:17,2.6,2.0444444444444447,1.7,3.4024999999999976
74608:91,2.2,1.288888888888889,1.5975000000000001,2.9
74649:24,3.1,6.544444444444443,1.7,4.6
74757:171,3.7,4.455555555555556,2.5,4.9
74797:57,1.7,1.3444444444444443,1,2.4
75025:28,4.5,5.388888888888889,3.1,5.8
7526:63,5.1,2.5444444444444443,4.0975,6
75552:115,3,2,2.3,3.9
75571:7,5.2,2.1777777777777776,4.3,6
75949:43,4.5,4.055555555555555,3.3,5.6
76160:21,4.5,2.5,3.6,5.4
76200:18,4,4.444444444444445,2.6975000000000002,5.2
76211:56,2.1,1.655555555555556,1.4,2.9
76223:21,3.6,2.0444444444444443,2.8,4.4
76326:14,4.6,3.5999999999999996,3.5,5.7
76377:93,3.5,2.9444444444444446,2.5,4.5
76785:80,4.3,3.1222222222222222,3.2,5.3
76809:59,2.8,3.0666666666666664,1.8,3.9
77264:6,4.9,2.988888888888889,3.9,5.9
77309:26,3.4,2.711111111111111,2.4,4.4
77358:19,3.2,3.0666666666666664,2.1,4.2
77398:5,5.4,2.2666666666666666,4.4,6.2
77461:30,3.4,4.933333333333334,2.2,4.9
7758:15,3.8,2.4,2.9,4.7
77593:15,5,2.4444444444444446,4.1,5.9
77759:32,3.8,5.066666666666666,2.4,5.1
77843:15,3.1,4.1000000000000005,1.9975,4.3
77852:30,5,2,4.1,5.7
77887:17,4.2,4.177777777777777,3,5.4
77906:47,3.6,4.711111111111112,2.3,4.8
78212:39,5.9,0.9888888888888889,5.3,6.5
78294:14,3.8,3.066666666666667,2.9,4.9
78394:33,4.8,4.177777777777778,3.5,6
78585:7,4.8,2.844444444444444,3.8,5.7
78614:111,5.3,2.4555555555555557,4.4,6.2
78762:25,5.1,2.766666666666667,4.1,6.1
79030:34,4.6,2.711111111111111,3.5,5.4
79355:11,3.2,3.288888888888889,2.2,4.3
79557:42,4.2,4.177777777777777,3,5.4
79761:35,3.8,5.955555555555557,2.3,5.2
79893:26,3.3,4.455555555555556,2.2,4.5
80001:13,4.4,6.044444444444445,2.9,5.8
80218:50,2.9,2.0999999999999996,2.1,3.8
80278:17,5.2,3.066666666666667,4.1,6.1
80299:13,5.4,3.822222222222222,4.2,6.5
80333:17,6.4,0.4888888888888888,6,6.8
80438:40,2.9,2.5444444444444443,2,3.9
80499:4,4.9,4.322222222222222,3.5975,6
80629:13,5.5,3.1666666666666665,4.3,6.402499999999998
80681:23,4.2,4.177777777777778,3.0975,5.4
80692:12,2.6,1.3777777777777778,1.9,3.3
80877:63,2.8,3.0666666666666664,1.8,3.8
81221:70,4.8,1.9555555555555557,3.9,5.6
81720:33,3.1,3.2111111111111112,2.0975,4.3
81802:32,2.8,3.7333333333333334,1.7,3.9
81838:54,4.2,2.4000000000000004,3.2,5.002499999999998
81885:137,2.7,1.788888888888889,2,3.5
81929:47,4.3,3.1222222222222222,3.2,5.2
82021:22,3.5,4.944444444444445,2.2975000000000003,4.9
82295:13,3.3,4.455555555555556,2.1,4.5
82296:18,3.8,4.177777777777778,2.7,5
82503:72,3.1,1.655555555555556,2.5,3.9
